step,episode,ep_reward,ep_length,ep_kills,ep_max_x,died
17737,702,12.60,21,2,286.6,1
17758,703,5.40,21,0,182.8,1
17777,704,3.86,19,0,159.8,1
17788,705,-6.55,11,0,7.7,1
17809,706,13.07,21,1,294.5,1
17845,707,27.48,36,2,505.5,1
17879,708,10.93,34,1,263.1,1
17892,709,-1.08,13,1,86.4,1
17924,710,17.56,32,2,360.4,1
17943,711,2.51,19,0,140.2,1
17968,712,4.29,25,0,167.0,1
17980,713,1.65,12,0,127.9,1
18001,714,8.62,21,1,229.4,1
18022,715,5.83,21,0,188.8,1
18043,716,10.04,21,0,251.0,1
18062,717,3.19,19,1,149.2,1
18083,718,11.65,21,1,273.6,1
18096,719,-3.54,13,0,52.0,1
18117,720,6.89,21,0,204.4,1
18136,721,3.20,19,1,149.1,1
18157,722,10.01,21,0,250.8,1
18169,723,0.65,12,0,113.3,1
18187,724,0.63,18,0,113.2,1
18210,725,17.40,23,0,359.5,1
18240,726,16.42,30,1,343.6,1
18261,727,-0.26,21,0,99.5,1
18282,728,8.33,21,0,225.9,1
18303,729,11.40,21,1,270.0,1
18322,730,0.25,19,0,107.9,1
18335,731,0.35,13,0,109.1,1
18356,732,10.93,21,1,263.1,1
18377,733,12.65,21,1,288.1,1
18388,734,3.93,11,0,160.9,1
18410,735,24.26,22,1,460.0,1
18431,736,6.53,21,0,199.4,1
18444,737,-2.68,13,0,64.9,1
18457,738,4.39,13,0,167.6,1
18490,739,17.66,33,1,363.0,1
18524,740,6.13,34,1,192.4,1
18545,741,-0.75,21,0,91.9,1
18573,742,11.88,28,2,276.7,1
18592,743,2.56,19,1,139.8,1
18612,744,2.47,20,0,140.5,1
18632,745,1.98,20,0,132.5,1
18644,746,-0.92,12,0,89.5,1
18664,747,-2.20,20,0,71.0,1
18685,748,-2.54,21,0,66.3,1
18703,749,2.82,18,0,145.5,1
18721,750,2.69,18,0,142.8,1
18742,751,6.25,21,0,195.3,1
18763,752,4.33,21,1,166.3,1
18781,753,-3.77,18,0,47.7,1
18800,754,-7.88,19,0,22.3,1
18812,755,-5.32,12,0,26.6,1
18824,756,-2.41,12,0,67.7,1
18845,757,3.62,21,1,155.6,1
18866,758,4.32,21,0,166.8,1
18887,759,-1.45,21,0,81.7,1
18899,760,-0.26,12,0,99.2,1
18920,761,3.45,21,1,152.8,1
18933,762,-1.01,13,0,88.2,1
18954,763,8.36,21,0,226.2,1
18973,764,2.55,19,0,140.5,1
18994,765,4.72,21,0,172.8,1
19015,766,8.55,21,0,229.4,1
19028,767,1.45,13,0,124.3,1
19054,768,1.70,26,0,128.4,1
19088,769,13.59,34,1,302.5,1
19109,770,2.13,21,1,133.3,1
19130,771,9.92,21,1,249.1,1
19151,772,10.05,21,0,251.1,1
19172,773,1.44,21,1,123.5,1
19191,774,2.09,19,0,134.0,1
19212,775,-3.59,21,1,55.8,1
19231,776,3.25,19,0,151.8,1
19252,777,0.70,21,0,113.4,1
19273,778,7.01,21,0,206.4,1
19292,779,2.46,19,0,139.5,1
19318,780,-0.00,26,1,107.7,1
19337,781,6.71,19,0,202.0,1
19358,782,9.34,21,0,240.7,1
19379,783,5.56,21,0,185.1,1
19400,784,0.54,21,0,111.2,1
19421,785,3.65,21,1,156.1,1
19442,786,6.43,21,0,198.0,1
19455,787,5.29,13,0,180.9,1
19476,788,-2.85,21,1,61.0,1
19497,789,-4.59,21,0,36.5,1
19515,790,-7.60,18,0,10.0,1
19527,791,-3.73,12,0,55.0,1
19548,792,-2.05,21,0,76.7,1
19620,793,1.25,72,1,157.4,1
19639,794,-6.12,19,0,16.0,1
19668,795,2.81,29,0,144.4,1
19710,796,2.00,42,1,133.0,1
19731,797,-1.82,21,1,75.9,1
19752,798,-1.53,21,0,80.5,1
19766,799,-8.06,14,0,8.6,1
19779,800,-5.52,13,0,22.4,1
19791,801,-4.33,12,0,39.3,1
19812,802,-4.25,21,0,41.4,1
19833,803,-5.39,21,0,24.7,1
19861,804,-4.39,28,0,54.8,1
19873,805,-3.99,12,0,45.0,1
19907,806,1.44,34,1,123.5,1
19928,807,-5.09,21,0,35.3,1
19956,808,-3.55,28,0,50.8,1
19977,809,0.32,21,1,106.8,1
19997,810,-2.01,20,0,74.6,1
20018,811,0.26,21,0,106.8,1
20039,812,-0.32,21,1,98.5,1
20060,813,-6.44,21,0,9.2,1
20121,814,12.38,61,1,284.7,1
20142,815,-0.90,21,1,88.8,1
20155,816,-5.26,13,0,25.6,1
20176,817,-6.93,21,1,25.9,1
20218,818,3.26,42,1,151.2,1
20253,819,-7.06,35,1,12.7,1
20295,820,3.73,42,1,156.9,1
20307,821,-7.55,12,0,25.7,1
20328,822,-0.27,21,0,99.0,1
20349,823,2.40,21,1,137.7,1
20370,824,-7.68,21,0,0.0,1
20412,825,-2.05,42,1,84.0,1
20446,826,6.52,34,1,198.5,1
20457,827,-4.63,11,0,35.5,1
20485,828,-5.85,28,0,26.7,1
20506,829,1.22,21,0,120.9,1
20518,830,2.13,12,0,134.6,1
20539,831,-0.61,21,0,94.1,1
20560,832,4.86,21,0,176.0,1
20581,833,4.31,21,0,166.5,1
20609,834,0.96,28,0,117.5,1
20630,835,-3.88,21,0,63.6,1
20651,836,-2.14,21,0,71.6,1
20672,837,-3.25,21,0,68.6,1
20692,838,-3.30,20,0,54.8,1
20726,839,5.44,34,1,182.3,1
20753,840,-4.73,27,0,37.8,1
20774,841,1.59,21,1,126.4,1
20795,842,-4.66,21,0,34.6,1
20816,843,2.65,21,1,141.3,1
20836,844,-3.93,20,0,81.8,1
20857,845,2.24,21,1,135.3,1
20878,846,-0.94,21,0,89.3,1
20899,847,4.99,21,0,176.7,1
20920,848,1.81,21,1,134.1,1
20940,849,2.53,20,0,144.2,1
20961,850,9.76,21,0,246.9,1
20982,851,-3.80,21,1,46.2,1
21002,852,0.67,20,0,113.5,1
21036,853,-3.13,34,1,64.3,1
21057,854,0.32,21,1,107.1,1
21076,855,1.00,19,0,118.6,1
21089,856,-2.69,13,0,64.0,1
21131,857,1.09,42,1,137.8,1
21149,858,-3.96,18,0,70.8,1
21170,859,2.76,21,1,143.4,1
21183,860,-3.93,13,0,45.6,1
21204,861,-2.69,21,0,80.0,1
21225,862,-2.13,21,0,74.6,1
21246,863,-0.36,21,1,96.8,1
21267,864,7.28,21,0,210.5,1
21296,865,-0.93,29,0,90.3,1
21317,866,0.83,21,0,115.3,1
21329,867,-2.74,12,0,63.0,1
21350,868,-1.82,21,0,76.2,1
21371,869,-6.65,21,0,8.4,1
21392,870,-4.45,21,0,38.4,1
21414,871,-7.36,22,0,15.7,1
21433,872,-6.73,19,0,10.5,1
21454,873,0.95,21,1,116.0,1
21475,874,1.65,21,0,127.4,1
21487,875,-7.49,12,0,7.1,1
21507,876,4.72,20,2,170.5,1
21528,877,5.06,21,0,177.5,1
21541,878,-0.17,13,0,100.8,1
21562,879,0.81,21,0,115.0,1
21573,880,-3.12,11,0,58.3,1
21594,881,14.57,21,1,316.9,1
21615,882,5.32,21,0,181.6,1
21636,883,11.43,21,1,270.8,1
21657,884,12.61,21,0,289.1,1
21677,885,3.94,20,1,160.0,1
21695,886,-4.24,18,0,41.8,1
21714,887,3.22,19,1,149.4,1
21735,888,0.96,21,0,117.1,1
21756,889,2.30,21,1,136.1,1
21775,890,-0.26,19,0,100.4,1
21788,891,-3.49,13,0,54.8,1
21808,892,3.79,20,1,158.3,1
21829,893,4.95,21,1,175.7,1
21849,894,2.08,20,1,132.6,1
21896,895,26.22,47,3,485.7,1
21917,896,5.23,21,0,180.2,1
21929,897,-3.40,12,0,53.6,1
21942,898,-0.50,13,0,96.0,1
21955,899,6.06,13,0,193.4,1
21976,900,-4.46,21,1,40.4,1
21988,901,-2.32,12,0,68.9,1
22001,902,-3.44,13,0,52.7,1
22022,903,3.67,21,1,156.3,1
22048,904,-0.99,26,1,88.4,1
22069,905,3.85,21,1,158.7,1
22082,906,-1.75,13,0,78.1,1
22103,907,5.34,21,0,181.8,1
22124,908,3.09,21,1,147.5,1
22145,909,2.49,21,2,138.0,1
22166,910,4.19,21,1,163.9,1
22187,911,-0.55,21,1,94.3,1
22200,912,-1.81,13,0,76.7,1
22220,913,2.11,20,0,134.7,1
22231,914,-4.50,11,0,36.9,1
22242,915,-0.04,11,0,102.8,1
22263,916,2.20,21,1,134.7,1
22284,917,-0.01,21,0,102.9,1
22305,918,0.30,21,0,107.7,1
22326,919,2.25,21,1,135.7,1
22347,920,8.57,21,0,229.3,1
22368,921,6.36,21,0,196.6,1
22381,922,3.20,13,0,151.0,1
22402,923,4.11,21,1,162.8,1
22428,924,4.50,26,1,168.2,1
22449,925,2.36,21,1,136.8,1
22462,926,-3.76,13,0,48.0,1
22483,927,1.96,21,1,131.2,1
22504,928,-3.14,21,0,57.2,1
22525,929,0.95,21,0,117.5,1
22554,930,-2.98,29,1,58.5,1
22575,931,-3.73,21,0,71.5,1
22597,932,-5.05,22,0,29.1,1
22618,933,0.13,21,0,111.8,1
22639,934,3.95,21,1,160.5,1
22660,935,-3.69,21,0,48.7,1
22681,936,0.42,21,1,108.5,1
22694,937,-4.51,13,0,37.5,1
22737,938,12.93,43,1,292.2,1
22758,939,0.28,21,0,131.3,1
22785,940,3.15,27,0,149.7,1
22806,941,-5.69,21,0,28.7,1
22827,942,1.99,21,1,131.6,1
22848,943,2.41,21,1,137.8,1
22869,944,-1.88,21,1,75.4,1
22881,945,-1.22,12,0,95.0,1
22902,946,-2.97,21,0,83.3,1
22923,947,0.93,21,0,117.0,1
22935,948,-7.62,12,0,5.4,1
22956,949,-2.23,21,0,78.1,1
22977,950,-2.17,21,0,71.7,1
22998,951,-6.62,21,1,59.5,1
23009,952,-7.87,11,0,0.0,1
23030,953,3.20,21,1,149.4,1
23050,954,1.25,20,1,145.3,1
23071,955,-1.04,21,0,88.0,1
23092,956,-6.50,21,0,20.5,1
23113,957,5.63,21,1,185.7,1
23143,958,0.89,30,0,116.8,1
23203,959,20.69,60,2,405.6,1
23224,960,-3.86,21,0,76.4,1
23245,961,-1.90,21,0,85.0,1
23266,962,1.34,21,0,123.6,1
23287,963,0.58,21,0,111.9,1
23306,964,-7.22,19,0,19.5,1
23327,965,0.89,21,0,116.5,1
23348,966,-2.12,21,1,71.8,1
23389,967,-0.36,41,1,97.1,1
23393,968,-6.46,4,0,8.0,1
23404,969,-6.12,11,0,13.0,1
23425,970,-4.66,21,1,34.7,1
23451,971,-3.22,26,0,73.7,1
23464,972,-3.27,13,0,54.9,1
23485,973,3.91,21,1,159.8,1
23506,974,-4.08,21,0,50.4,1
23527,975,-0.47,21,0,96.4,1
23538,976,-7.09,11,0,0.8,1
23572,977,12.62,34,1,287.9,1
23591,978,1.64,19,0,127.5,1
23612,979,3.28,21,1,150.4,1
23633,980,1.89,21,1,129.8,1
23654,981,-6.20,21,1,36.3,1
23666,982,-4.10,12,0,43.0,1
23678,983,-2.46,12,0,66.8,1
23691,984,-3.55,13,0,51.7,1
23702,985,-3.28,11,0,54.7,1
23723,986,-0.28,21,0,113.4,1
23741,987,-6.47,18,0,11.1,1
23762,988,-0.60,21,0,94.2,1
23775,989,-4.19,13,0,41.4,1
23787,990,-4.23,12,0,40.9,1
23799,991,-2.23,12,0,70.8,1
23827,992,1.70,28,1,128.2,1
23883,993,7.31,56,1,210.4,1
23904,994,-1.48,21,0,83.7,1
23925,995,1.10,21,0,119.2,1
23973,996,12.90,48,1,292.4,1
24007,997,0.09,34,1,103.7,1
24034,998,8.31,27,1,224.3,1
24055,999,1.79,21,0,130.0,1
24076,1000,6.01,21,0,191.7,1
24089,1001,0.30,13,0,107.8,1
24123,1002,10.96,34,1,263.8,1
24134,1003,-2.60,11,0,64.8,1
24155,1004,-0.71,21,0,92.8,1
24176,1005,-3.47,21,0,52.1,1
24188,1006,-6.00,12,0,16.8,1
24210,1007,2.96,22,1,145.6,1
24231,1008,3.36,21,1,151.4,1
24252,1009,-2.53,21,1,65.7,1
24281,1010,3.69,29,1,156.3,1
24302,1011,1.79,21,1,128.6,1
24321,1012,4.06,19,0,162.8,1
24334,1013,-5.21,13,0,26.4,1
24354,1014,1.84,20,0,130.1,1
24375,1015,-1.91,21,0,74.9,1
24380,1016,-5.02,5,0,29.6,1
24401,1017,4.55,21,0,170.3,1
24422,1018,-4.48,21,0,39.5,1
24433,1019,-1.96,11,0,75.0,1
24453,1020,-3.70,20,0,48.9,1
24465,1021,-3.37,12,0,53.8,1
24485,1022,0.58,20,0,112.1,1
24505,1023,-0.40,20,0,98.0,1
24517,1024,-1.33,12,0,84.0,1
24538,1025,6.77,21,0,202.9,1
24559,1026,12.91,21,1,292.2,1
24581,1027,-1.24,22,0,84.8,1
24602,1028,-1.27,21,0,91.9,1
24623,1029,12.75,21,1,289.9,1
24658,1030,8.17,35,1,223.4,1
24679,1031,6.38,21,0,197.1,1
24700,1032,-1.74,21,0,77.5,1
24713,1033,-5.20,13,1,37.8,1
24725,1034,1.79,12,0,131.5,1
24746,1035,2.90,21,1,145.0,1
24788,1036,3.85,42,1,159.9,1
24808,1037,-3.87,20,0,48.4,1
24820,1038,-1.26,12,0,84.7,1
24841,1039,2.78,21,1,143.2,1
24882,1040,4.05,41,2,161.2,1
24904,1041,0.08,22,0,104.5,1
24925,1042,6.42,21,0,197.7,1
24960,1043,1.82,35,1,129.5,1
24981,1044,-0.78,21,0,99.6,1
25002,1045,5.29,21,1,179.9,1
25023,1046,2.51,21,1,139.2,1
25044,1047,3.44,21,1,152.7,1
25057,1048,1.72,13,0,128.3,1
25076,1049,-3.07,19,0,58.4,1
25089,1050,1.17,13,0,121.4,1
25110,1051,3.96,21,1,160.6,1
25130,1052,-6.31,20,0,19.2,1
25151,1053,-2.88,21,0,60.7,1
25164,1054,-4.28,13,0,40.7,1
25185,1055,0.12,21,0,106.0,1
25206,1056,5.40,21,0,182.7,1
25240,1057,12.60,34,1,287.9,1
25261,1058,2.80,21,1,143.5,1
25282,1059,2.19,21,2,134.2,1
25303,1060,4.07,21,1,162.2,1
25323,1061,4.79,20,0,173.5,1
25343,1062,3.74,20,1,157.9,1
25355,1063,-4.01,12,0,45.3,1
25389,1064,11.05,34,1,264.9,1
25408,1065,-3.84,19,1,45.8,1
25420,1066,-7.89,12,0,0.0,1
25433,1067,-1.02,13,0,88.0,1
25454,1068,-0.84,21,1,89.7,1
25474,1069,9.22,20,0,238.6,1
25487,1070,0.08,13,0,104.5,1
25508,1071,-2.42,21,0,95.7,1
25542,1072,5.99,34,1,192.3,1
25563,1073,0.41,21,0,117.1,1
25584,1074,3.03,21,1,146.9,1
25605,1075,-4.07,21,0,48.2,1
25667,1076,11.09,62,1,272.0,1
25686,1077,-2.21,19,0,70.8,1
25707,1078,-6.40,21,0,44.7,1
25733,1079,-0.40,26,1,97.0,1
25754,1080,-4.85,21,0,49.9,1
25775,1081,4.11,21,1,162.8,1
25796,1082,1.92,21,1,130.3,1
25808,1083,-5.33,12,0,24.6,1
25829,1084,-6.15,21,0,23.3,1
25848,1085,-1.55,19,0,84.3,1
25869,1086,-5.05,21,0,29.6,1
25890,1087,2.17,21,1,134.2,1
25903,1088,-6.78,13,0,3.3,1
25924,1089,-4.10,21,0,44.5,1
25945,1090,-3.66,21,0,50.1,1
25956,1091,-2.04,11,0,73.1,1
25968,1092,-3.12,12,0,57.2,1
26010,1093,0.41,42,1,109.3,1
26031,1094,-0.61,21,0,94.4,1
26053,1095,1.09,22,0,119.3,1
26074,1096,3.96,21,1,160.6,1
26093,1097,-4.55,19,0,47.2,1
26114,1098,2.75,21,1,142.5,1
26152,1099,2.24,38,1,136.2,1
26173,1100,1.10,21,0,119.5,1
26194,1101,-3.82,21,0,50.9,1
26215,1102,5.71,21,0,187.7,1
26236,1103,-6.12,21,0,13.1,1
26257,1104,-1.23,21,0,85.3,1
26279,1105,-1.06,22,0,88.0,1
26300,1106,3.91,21,1,159.6,1
26318,1107,-4.30,18,0,50.7,1
26331,1108,1.49,13,0,125.0,1
26352,1109,10.98,21,1,263.8,1
26371,1110,-6.06,19,0,13.8,1
26384,1111,-6.44,13,0,17.3,1
26405,1112,-0.92,21,1,91.0,1
26425,1113,-5.07,20,1,27.8,1
26437,1114,-6.27,12,0,16.7,1
26458,1115,-4.96,21,0,31.0,1
26492,1116,0.54,34,1,110.2,1
26511,1117,-1.29,19,0,84.3,1
26538,1118,-3.22,27,1,93.9,1
26560,1119,-1.02,22,0,88.1,1
26595,1120,-6.47,35,1,20.8,1
26616,1121,-4.98,21,0,30.7,1
26636,1122,3.21,20,1,149.2,1
26657,1123,5.37,21,0,182.3,1
26678,1124,15.89,21,0,337.3,1
26690,1125,2.68,12,0,142.4,1
26708,1126,10.68,18,0,260.4,1
26729,1127,10.83,21,1,261.4,1
26750,1128,17.83,21,2,363.2,1
26763,1129,-0.86,13,0,91.0,1
26786,1130,22.05,23,1,426.6,1
26807,1131,8.71,21,0,231.8,1
26819,1132,5.00,12,1,175.5,1
26832,1133,1.73,13,0,128.8,1
26851,1134,10.96,19,0,264.5,1
26872,1135,10.60,21,1,259.1,1
26885,1136,2.69,13,0,142.6,1
26898,1137,0.21,13,0,107.1,1
26911,1138,5.84,13,0,189.5,1
26924,1139,1.27,13,0,121.7,1
26945,1140,15.75,21,2,332.7,1
26958,1141,0.50,13,0,110.7,1
26977,1142,5.38,19,0,182.1,1
26996,1143,3.27,19,0,151.5,1
27017,1144,4.57,21,0,170.8,1
27037,1145,7.15,20,0,208.2,1
27050,1146,4.89,13,0,175.0,1
27070,1147,10.89,20,0,264.1,1
27091,1148,7.49,21,1,212.8,1
27112,1149,7.98,21,1,219.8,1
27131,1150,9.83,19,0,247.9,1
27152,1151,6.26,21,0,195.4,1
27173,1152,12.25,21,1,282.8,1
27193,1153,8.31,20,0,225.3,1
27212,1154,4.60,19,0,170.9,1
27231,1155,13.14,19,0,296.6,1
27244,1156,4.32,13,0,166.6,1
27265,1157,5.06,21,1,176.5,1
27277,1158,2.83,12,0,145.0,1
27298,1159,8.01,21,0,221.1,1
27319,1160,12.54,21,2,285.5,1
27340,1161,10.45,21,0,257.1,1
27361,1162,11.57,21,0,273.2,1
27382,1163,15.86,21,2,334.3,1
27395,1164,3.75,13,0,158.2,1
27416,1165,12.87,21,1,291.9,1
27436,1166,2.12,20,0,134.8,1
27449,1167,-2.57,13,0,65.5,1
27460,1168,0.27,11,0,107.1,1
27472,1169,-2.12,12,0,71.8,1
27493,1170,7.08,21,0,207.4,1
27513,1171,3.23,20,0,150.9,1
27526,1172,4.03,13,0,162.6,1
27546,1173,15.84,20,1,335.3,1
27565,1174,10.49,19,1,256.6,1
27577,1175,5.39,12,0,182.6,1
27598,1176,12.05,21,1,279.6,1
27620,1177,22.00,22,1,426.8,1
27633,1178,3.73,13,0,157.9,1
27652,1179,6.03,19,0,192.1,1
27673,1180,6.49,21,0,198.8,1
27694,1181,2.86,21,1,144.4,1
27715,1182,-0.01,21,0,102.9,1
27736,1183,0.10,21,1,104.7,1
27747,1184,-2.27,11,0,70.5,1
27760,1185,1.34,13,0,123.7,1
27781,1186,-6.91,21,0,23.1,1
27801,1187,-1.53,20,0,80.5,1
27843,1188,-1.28,42,1,84.3,1
27864,1189,1.12,21,0,119.8,1
27885,1190,2.26,21,1,135.6,1
27906,1191,5.25,21,0,180.5,1
27932,1192,18.23,26,1,370.9,1
27952,1193,-3.29,20,0,59.7,1
27986,1194,6.84,34,1,202.9,1
27999,1195,-7.15,13,0,9.1,1
28011,1196,-3.29,12,0,54.9,1
28032,1197,0.99,21,0,117.5,1
28052,1198,-1.16,20,0,86.2,1
28070,1199,-0.82,18,0,91.3,1
28090,1200,-2.15,20,0,71.5,1
28111,1201,0.32,21,0,124.9,1
28132,1202,7.96,21,0,220.4,1
28154,1203,-3.17,22,0,66.9,1
28183,1204,-6.42,29,0,97.2,1
28204,1205,6.00,21,0,191.5,1
28225,1206,3.69,21,1,156.7,1
28269,1207,24.31,44,1,460.7,1
28288,1208,0.30,19,0,107.7,1
28321,1209,0.36,33,1,107.4,1
28342,1210,-4.48,21,0,37.2,1
28362,1211,-2.41,20,0,68.8,1
28383,1212,2.24,21,1,135.9,1
28404,1213,3.20,21,1,149.1,1
28423,1214,10.03,19,0,251.5,1
28453,1215,4.60,30,1,170.3,1
28474,1216,13.01,21,0,294.7,1
28495,1217,1.74,21,1,128.0,1
28516,1218,0.60,21,0,132.1,1
28537,1219,11.79,21,1,276.0,1
28565,1220,9.78,28,0,247.4,1
28576,1221,-0.36,11,0,97.7,1
28597,1222,3.24,21,1,150.0,1
28618,1223,7.95,21,0,220.2,1
28639,1224,5.51,21,0,184.0,1
28651,1225,-1.30,12,0,84.8,1
28671,1226,-2.85,20,0,62.0,1
28692,1227,-2.33,21,0,68.8,1
28726,1228,2.50,34,1,139.2,1
28747,1229,1.91,21,1,133.9,1
28768,1230,-5.40,21,0,24.6,1
28789,1231,2.88,21,1,144.4,1
28817,1232,9.38,28,0,241.3,1
28839,1233,-3.25,22,1,54.3,1
28860,1234,1.41,21,0,124.7,1
28902,1235,7.00,42,1,205.0,1
28923,1236,3.46,21,1,153.8,1
28944,1237,-1.74,21,0,77.4,1
28962,1238,0.12,18,0,105.3,1
28983,1239,3.97,21,1,160.7,1
29001,1240,-1.84,18,0,76.3,1
29020,1241,1.78,19,1,128.2,1
29041,1242,3.82,21,1,158.9,1
29062,1243,-0.50,21,0,95.6,1
29074,1244,-2.10,12,0,72.4,1
29108,1245,0.16,34,1,105.0,1
29129,1246,1.39,21,0,123.8,1
29148,1247,1.18,19,0,120.9,1
29169,1248,-0.12,21,0,118.6,1
29189,1249,-1.46,20,0,82.8,1
29200,1250,-3.17,11,0,57.6,1
29221,1251,-1.80,21,0,76.5,1
29233,1252,-6.13,12,0,17.6,1
29254,1253,-5.41,21,0,37.4,1
29275,1254,-6.15,21,0,30.3,1
29302,1255,-3.16,27,0,56.9,1
29323,1256,1.23,21,0,121.2,1
29364,1257,21.68,41,1,420.9,1
29385,1258,0.17,21,0,105.5,1
29398,1259,-0.94,13,0,89.7,1
29419,1260,-2.05,21,1,74.9,1
29440,1261,-0.16,21,0,100.7,1
29452,1262,-2.03,12,0,73.8,1
29473,1263,-1.93,21,1,74.6,1
29507,1264,12.57,34,1,287.5,1
29528,1265,4.72,21,0,172.8,1
29549,1266,1.09,21,0,119.0,1
29569,1267,4.91,20,1,176.8,1
29588,1268,3.76,19,0,158.6,1
29614,1269,4.31,26,0,167.5,1
29641,1270,1.56,27,1,125.0,1
29660,1271,-3.15,19,0,67.9,1
29681,1272,0.49,21,0,110.6,1
29702,1273,9.17,21,0,238.3,1
29731,1274,0.23,29,0,107.0,1
29743,1275,-5.76,12,0,18.3,1
29754,1276,-5.05,11,0,29.1,1
29775,1277,3.14,21,1,148.2,1
29787,1278,-2.77,12,0,62.3,1
29808,1279,3.13,21,0,149.9,1
29829,1280,1.78,21,1,128.5,1
29850,1281,2.42,21,1,138.0,1
29877,1282,-3.37,27,0,54.1,1
29902,1283,-0.18,25,1,99.4,1
29913,1284,-4.88,11,1,30.9,1
29931,1285,3.51,18,0,154.7,1
29957,1286,0.71,26,0,113.6,1
29978,1287,5.73,21,0,188.6,1
29999,1288,6.43,21,0,197.9,1
30020,1289,4.89,21,0,175.0,1
30041,1290,0.92,21,0,116.5,1
30052,1291,-7.68,11,0,1.7,1
30072,1292,-7.11,20,1,20.5,1
30093,1293,12.66,21,0,289.6,1
30115,1294,6.48,22,0,198.9,1
30133,1295,-2.27,18,0,69.9,1
30153,1296,-5.14,20,0,28.0,1
30174,1297,2.22,21,1,135.1,1
30195,1298,-5.88,21,0,18.2,1
30216,1299,4.62,21,1,171.2,1
30237,1300,4.55,21,0,170.2,1
30258,1301,0.82,21,0,115.5,1
30279,1302,-3.76,21,0,47.7,1
30300,1303,7.13,21,0,208.2,1
30321,1304,-4.67,21,1,34.2,1
30342,1305,0.52,21,0,110.7,1
30362,1306,-3.22,20,0,55.7,1
30382,1307,-3.87,20,0,46.1,1
30394,1308,-0.89,12,0,92.4,1
30415,1309,3.84,21,1,158.8,1
30436,1310,-1.96,21,0,79.5,1
30465,1311,9.07,29,0,236.4,1
30486,1312,-6.45,21,0,12.0,1
30507,1313,3.28,21,1,150.6,1
30518,1314,-5.38,11,0,23.9,1
30531,1315,-3.84,13,0,46.8,1
30552,1316,0.35,21,0,108.2,1
30573,1317,6.00,21,1,190.7,1
30594,1318,-1.50,21,0,81.0,1
30615,1319,-0.57,21,0,94.7,1
30636,1320,-3.47,21,0,54.4,1
30654,1321,-7.69,18,1,16.6,1
30675,1322,0.01,21,1,103.2,1
30696,1323,3.46,21,1,152.9,1
30724,1324,6.77,28,0,202.6,1
30745,1325,4.71,21,0,172.6,1
30757,1326,-3.77,12,0,47.7,1
30778,1327,-4.88,21,1,33.0,1
30800,1328,0.96,22,1,116.8,1
30811,1329,-3.88,11,0,46.2,1
30831,1330,-0.24,20,0,100.3,1
30852,1331,-1.09,21,0,87.0,1
30864,1332,-8.09,12,0,0.0,1
30885,1333,-5.60,21,0,42.2,1
30905,1334,5.72,20,0,188.3,1
30926,1335,0.10,21,0,104.6,1
30946,1336,3.49,20,1,154.2,1
30967,1337,-5.88,21,0,17.6,1
31001,1338,-4.27,34,0,41.1,1
31022,1339,1.89,21,0,130.9,1
31043,1340,4.20,21,1,164.1,1
31056,1341,-1.97,13,0,75.3,1
31074,1342,0.94,18,1,115.9,1
31095,1343,4.36,21,0,167.5,1
31115,1344,5.26,20,0,181.3,1
31136,1345,3.64,21,1,155.6,1
31157,1346,9.58,21,0,244.2,1
31170,1347,-5.95,13,0,16.4,1
31191,1348,11.53,21,0,272.9,1
31204,1349,-3.11,13,0,58.1,1
31225,1350,2.46,21,1,138.3,1
31245,1351,3.91,20,0,161.4,1
31265,1352,3.19,20,0,149.9,1
31286,1353,-0.34,21,0,98.6,1
31305,1354,7.64,19,1,214.8,1
31326,1355,-2.19,21,0,70.9,1
31345,1356,5.76,19,0,188.3,1
31366,1357,-0.78,21,0,91.9,1
31386,1358,-5.20,20,1,47.9,1
31407,1359,2.38,21,1,138.3,1
31425,1360,1.14,18,0,120.4,1
31446,1361,-1.67,21,0,78.8,1
31467,1362,7.42,21,0,212.8,1
31479,1363,-4.43,12,0,38.5,1
31500,1364,-3.08,21,1,57.6,1
31521,1365,-6.36,21,0,41.3,1
31533,1366,-0.08,12,0,103.1,1
31567,1367,-2.31,34,1,91.9,1
31580,1368,-7.39,13,0,7.7,1
31593,1369,0.36,13,0,108.3,1
31614,1370,-1.67,21,0,78.8,1
31634,1371,-2.73,20,0,63.5,1
31655,1372,-5.86,21,0,23.3,1
31674,1373,-0.02,19,0,103.1,1
31694,1374,-1.07,20,0,89.3,1
31707,1375,-6.10,13,0,14.5,1
31726,1376,-0.82,19,0,91.9,1
31744,1377,2.46,18,0,139.5,1
31764,1378,1.77,20,0,129.7,1
31777,1379,-4.37,13,0,38.8,1
31798,1380,2.45,21,1,138.1,1
31818,1381,-0.65,20,0,94.4,1
31839,1382,-0.06,21,1,101.7,1
31860,1383,-1.34,21,1,82.3,1
31881,1384,11.53,21,0,273.1,1
31900,1385,-5.61,19,1,26.6,1
31929,1386,2.49,29,1,138.6,1
31950,1387,7.78,21,0,217.8,1
31971,1388,7.11,21,0,207.9,1
31992,1389,3.52,21,1,153.8,1
32012,1390,-3.99,20,0,44.7,1
32033,1391,0.58,21,0,111.6,1
32055,1392,-1.49,22,0,81.1,1
32076,1393,-1.39,21,0,82.6,1
32096,1394,-3.64,20,0,57.4,1
32117,1395,1.20,21,1,120.6,1
32138,1396,4.19,21,1,164.0,1
32151,1397,-1.25,13,0,85.5,1
32172,1398,0.48,21,0,110.2,1
32193,1399,3.32,21,1,151.1,1
